T,W,SR,DSP,DRH,PanE
0.3799472295514512,0.5466719180779835,0.3420039814200398,0.5384615384615382,0.6329113924050633,0.18012422360248445
0.3139841688654354,0.31941709334383617,0.34452554744525543,0.692307692307691,0.7088607594936709,0.11180124223602483
0.36675461741424803,0.20940002625705662,0.38248175182481753,0.692307692307691,0.4810126582278481,0.14285714285714282
0.36939313984168864,0.375607194433504,0.39508958195089583,0.5897435897435903,0.4810126582278481,0.18012422360248445
0.32717678100263853,0.32663778390442433,0.4218978102189781,0.6153846153846145,0.5063291139240507,0.15527950310559005
0.3403693931398417,0.30799527372981483,0.4345056403450564,0.692307692307691,0.379746835443038,0.19875776397515527
0.30606860158311344,0.5137193120651175,0.4390179163901791,0.512820512820514,0.4177215189873418,0.20496894409937885
0.31926121372031663,0.344492582381515,0.47073656270736564,0.512820512820514,0.45569620253164556,0.18012422360248445
0.2796833773087071,0.6901667323093083,0.4290643662906436,0.1282051282051285,0.3037974683544304,0.23602484472049687
0.2532981530343008,0.38164631744781413,0.4355673523556735,0.20512820512820484,0.43037974683544306,0.16149068322981366
0.2744063324538259,0.32243665485099116,0.42123424021234235,0.3333333333333333,0.5063291139240507,0.15527950310559005
0.26912928759894456,0.30799527372981483,0.48055739880557397,0.5384615384615382,0.4177215189873418,0.16770186335403725
0.3139841688654354,0.27635552054614676,0.5186463171864631,0.6410256410256424,0.379746835443038,0.19254658385093165
0.35883905013192613,0.17828541420506763,0.48374253483742535,0.6153846153846145,0.3670886075949367,0.18633540372670807
0.39841688654353563,0.18957594853616908,0.5366954213669541,0.512820512820514,0.3670886075949367,0.21739130434782608
0.4036939313984169,0.349350137849547,0.4564034505640345,0.6153846153846145,0.4430379746835443,0.21118012422360247
0.4960422163588391,0.21530786398844692,0.4800265428002654,0.5897435897435903,0.26582278481012656,0.2546583850931677
0.5356200527704486,0.377445188394381,0.2400796284007963,0.48717948717948606,0.26582278481012656,0.2795031055900621
0.4511873350923483,0.44623867664434813,0.1396151293961513,0.48717948717948606,0.8354430379746836,0.08074534161490683
0.4432717678100264,0.4455822502297492,0.31652289316522897,0.5641025641025624,0.8227848101265823,0.11801242236024843
0.4432717678100264,0.36484180123408166,0.3758460517584605,0.5384615384615382,0.5569620253164557,0.18633540372670807
0.44854881266490765,0.41092293553892606,0.48958195089581946,0.5641025641025624,0.5189873417721519,0.21739130434782608
0.43271767810026385,0.4921885256662728,0.559256801592568,0.6153846153846145,0.4936708860759494,0.2732919254658385
0.40633245382585753,0.43717999212288305,0.3195753151957531,0.6153846153846145,0.6329113924050633,0.15527950310559005
0.4854881266490765,0.38519102008664824,0.5696084936960849,0.692307692307691,0.45569620253164556,0.2795031055900621
0.49868073878627966,0.3128528291978469,0.5085600530856005,0.5641025641025624,0.4810126582278481,0.23602484472049687
0.4432717678100264,0.40015754233950374,0.612342402123424,0.6410256410256424,0.5063291139240507,0.26708074534161486
0.3562005277044855,0.3601155310489694,0.2637027206370272,0.43589743589743396,0.6708860759493671,0.10559006211180123
0.32717678100263853,0.5567808848628069,0.41526211015262104,0.3589743589743576,0.5822784810126582,0.18012422360248445
0.36939313984168864,0.2768806616778259,0.5438619774386197,0.512820512820514,0.5569620253164557,0.19254658385093165
0.4168865435356201,0.3468557174740711,0.6058394160583942,0.5641025641025624,0.4810126582278481,0.24223602484472048
0.38258575197889183,0.621373244059341,0.5124087591240876,0.48717948717948606,0.43037974683544306,0.2546583850931677
0.3034300791556728,0.4491269528685834,0.5357664233576642,0.43589743589743396,0.4177215189873418,0.21739130434782608
0.32717678100263853,0.2674281213076014,0.5842070338420703,0.5641025641025624,0.3291139240506329,0.22981366459627328
0.28232189973614774,0.506629906787449,0.31015262110152625,0.38461538461538547,0.7848101265822784,0.11801242236024843
0.316622691292876,0.2428777734016017,0.5174518911745188,0.5897435897435903,0.569620253164557,0.15527950310559005
0.32717678100263853,0.4455822502297492,0.27086927670869276,0.5641025641025624,0.7088607594936709,0.10559006211180123
0.3720316622691293,0.312196402783248,0.4204379562043795,0.5384615384615382,0.5822784810126582,0.15527950310559005
0.42744063324538256,0.3696993567021137,0.643662906436629,0.5897435897435903,0.4430379746835443,0.2732919254658385
0.46174142480211083,0.33438361559669155,0.6794956867949569,0.6410256410256424,0.43037974683544306,0.30434782608695654
0.44854881266490765,0.27451752658526973,0.6621101526211015,0.5897435897435903,0.4810126582278481,0.2795031055900621
0.46174142480211083,0.3570959695418144,0.6715328467153284,0.5384615384615382,0.35443037974683544,0.3291925465838509
0.5065963060686016,0.25416830773270316,0.691970802919708,0.5641025641025624,0.27848101265822783,0.35403726708074534
0.5382585751978891,0.32834449258238146,0.6623755806237558,0.6153846153846145,0.17721518987341772,0.39751552795031053
0.5329815303430079,0.2691348299855586,0.6039814200398141,0.48717948717948606,0.3291139240506329,0.3291925465838509
0.5435356200527705,0.3247997899435473,0.6566688785666888,0.512820512820514,0.3037974683544304,0.3664596273291925
0.5013192612137204,0.5431272154391493,0.7045786330457863,0.48717948717948606,0.46835443037974683,0.3788819875776397
0.424802110817942,0.6077195746356834,0.42800265428002654,0.38461538461538547,0.5443037974683544,0.2608695652173913
0.44063324538258575,0.36838650387291577,0.588719309887193,0.48717948717948606,0.5189873417721519,0.26708074534161486
0.49340369393139843,0.467113036628594,0.7495686794956867,0.5897435897435903,0.35443037974683544,0.4099378881987577
0.5065963060686016,0.4802415649205724,0.7093563370935634,0.6153846153846145,0.4177215189873418,0.3850931677018633
0.5435356200527705,0.30983326769069186,0.7122760451227603,0.6153846153846145,0.43037974683544306,0.3664596273291925
0.5857519788918206,0.21412629644216885,0.6800265428002654,0.6153846153846145,0.4050632911392405,0.3478260869565217
0.6226912928759895,0.2918471839306814,0.7439946914399469,0.5641025641025624,0.379746835443038,0.4161490683229813
0.6253298153034301,0.49100695811999473,0.66449900464499,0.512820512820514,0.34177215189873417,0.45341614906832295
0.5277044854881267,0.7942759616646974,0.6530856005308561,0.46153846153846184,0.4050632911392405,0.45962732919254656
0.5039577836411611,0.39477484573979255,0.7278035832780358,0.512820512820514,0.31645569620253167,0.40372670807453415
0.6068601583113457,0.21950899304188,0.7937624419376245,0.5384615384615382,0.21518987341772153,0.44720496894409933
0.6596306068601583,0.19863463305763424,0.7693430656934306,0.512820512820514,0.13924050632911392,0.47826086956521735
0.6728232189973615,0.2714979650781147,0.8120769741207697,0.5384615384615382,0.17721518987341772,0.5217391304347826
0.6728232189973615,0.2566627281081791,0.7266091572660915,0.48717948717948606,0.16455696202531644,0.48447204968944096
0.6306068601583114,0.501247210187738,0.7607166556071665,0.3589743589743576,0.21518987341772153,0.5403726708074533
0.46174142480211083,0.8026782197715637,0.7036496350364962,0.46153846153846184,0.17721518987341772,0.5403726708074533
0.4353562005277045,0.3409478797426808,0.7585932315859324,0.6153846153846145,0.17721518987341772,0.40372670807453415
0.5593667546174143,0.27635552054614676,0.7788984737889847,0.6410256410256424,0.11392405063291139,0.47204968944099374
0.6490765171503958,0.3247997899435473,0.7968148639681486,0.5897435897435903,0.06329113924050633,0.577639751552795
0.6912928759894459,0.3505317053958251,0.6882548108825481,0.46153846153846184,0.06329113924050633,0.5403726708074533
0.6543535620052771,0.43901798608375997,0.8057067020570671,0.46153846153846184,0.11392405063291139,0.5838509316770186
0.6068601583113457,0.4198503347774714,0.7859323158593231,0.48717948717948606,0.24050632911392406,0.5217391304347826
0.6860158311345647,0.4025206774320598,0.7804910418049105,0.46153846153846184,0.1518987341772152,0.5962732919254657
0.7203166226912929,0.27517395299986874,0.6134041141340412,0.512820512820514,0.21518987341772153,0.47204968944099374
0.7810026385224275,0.25534987527898123,0.8364963503649634,0.46153846153846184,0.12658227848101267,0.6335403726708073
0.712401055408971,0.4413811211763161,0.5729263437292634,0.43589743589743396,0.16455696202531644,0.546583850931677
0.6464379947229552,0.4587107785217277,0.7209024552090244,0.38461538461538547,0.17721518987341772,0.5652173913043478
0.5145118733509235,0.7888932650649862,0.7053749170537492,0.5641025641025624,0.2911392405063291,0.5341614906832297
0.5171503957783642,0.6190101089667849,0.7989382879893829,0.5897435897435903,0.2911392405063291,0.5217391304347826
0.604221635883905,0.28108179073125905,0.8546781685467817,0.5384615384615382,0.27848101265822783,0.49689440993788814
0.7229551451187335,0.31587239070500195,0.8335766423357664,0.48717948717948606,0.12658227848101267,0.6086956521739131
0.7862796833773088,0.3678613627412367,0.8403450564034505,0.46153846153846184,0.11392405063291139,0.6894409937888198
0.8390501319261214,0.33254562163581464,0.8315859323158593,0.43589743589743396,0.10126582278481013,0.7204968944099378
0.8601583113456465,0.4216883287383484,0.6480424684804246,0.4102564102564097,0.02531645569620253,0.7267080745341614
0.8311345646437995,0.5974793225679401,0.7754479097544791,0.43589743589743396,0.10126582278481013,0.8198757763975154
0.7757255936675461,0.3840094525403702,0.7767750497677505,0.46153846153846184,0.21518987341772153,0.6211180124223602
0.7994722955145119,0.35289484048838127,0.8148639681486397,0.38461538461538547,0.189873417721519,0.670807453416149
0.8469656992084433,0.3666797951949587,0.7973457199734572,0.3589743589743576,0.13924050632911392,0.7142857142857142
0.8469656992084433,0.4479453853223054,0.7994691439946914,0.3333333333333333,0.16455696202531644,0.7577639751552794
0.8364116094986808,0.46947617172115,0.8396814863968147,0.3589743589743576,0.17721518987341772,0.7763975155279502
0.8469656992084433,0.3899172902717606,0.7405441274054413,0.3589743589743576,0.16455696202531644,0.6956521739130433
0.7941952506596307,0.45516607588289354,0.7053749170537492,0.3589743589743576,0.31645569620253167,0.5900621118012421
0.683377308707124,0.4354732834449258,0.7891174518911745,0.38461538461538547,0.3670886075949367,0.5341614906832297
0.5910290237467019,0.4790599973742943,0.8586595885865959,0.3333333333333333,0.34177215189873417,0.5279503105590062
0.5672823218997362,0.3779703295260601,0.900464499004645,0.38461538461538547,0.3924050632911392,0.48447204968944096
0.5171503957783642,0.30799527372981483,0.4683477106834771,0.38461538461538547,0.5443037974683544,0.24844720496894407
0.5013192612137204,0.27031639753183667,0.3130723291307233,0.4102564102564097,0.5316455696202531,0.18633540372670807
0.5699208443271768,0.4479453853223054,0.7855341738553417,0.512820512820514,0.4430379746835443,0.4409937888198757
0.6121372031662269,0.4802415649205724,0.8372926343729263,0.512820512820514,0.3670886075949367,0.546583850931677
0.6147757255936676,0.5029539188656952,0.8789648307896483,0.46153846153846184,0.21518987341772153,0.6211180124223602
0.5065963060686016,0.5717474071156624,0.7604512276045122,0.48717948717948606,0.34177215189873417,0.4658385093167701
0.4775725593667547,0.4898253905737166,0.7134704711347047,0.4102564102564097,0.34177215189873417,0.40372670807453415
0.5118733509234829,0.4031771038466588,0.7895155938951559,0.43589743589743396,0.3924050632911392,0.4161490683229813
0.5514511873350924,0.36838650387291577,0.8849369608493696,0.46153846153846184,0.3924050632911392,0.47826086956521735
0.6068601583113457,0.3589339635026913,0.8357000663570006,0.48717948717948606,0.2911392405063291,0.515527950310559
0.6068601583113457,0.49166338453459363,0.8387524883875249,0.48717948717948606,0.3037974683544304,0.5652173913043478
0.633245382585752,0.36182223972692656,0.8253483742534837,0.48717948717948606,0.22784810126582278,0.546583850931677
0.6437994722955145,0.5191020086648287,0.93271400132714,0.512820512820514,0.35443037974683544,0.6335403726708073
0.7044854881266491,0.314034396744125,0.9333775713337756,0.46153846153846184,0.24050632911392406,0.6335403726708073
0.8337730870712402,0.33792831823552577,0.9093563370935632,0.43589743589743396,0.1518987341772152,0.7453416149068323
0.8786279683377308,0.3133779703295261,0.8731254147312542,0.43589743589743396,0.12658227848101267,0.7639751552795031
0.8100263852242744,0.4324537219377707,0.8127405441274054,0.43589743589743396,0.20253164556962025,0.7204968944099378
0.6965699208443271,0.4247078902455035,0.5542136695421367,0.43589743589743396,0.3924050632911392,0.4409937888198757
0.762532981530343,0.3840094525403702,0.543198407431984,0.43589743589743396,0.379746835443038,0.4658385093167701
0.7862796833773088,0.375607194433504,0.7548772395487723,0.4102564102564097,0.3037974683544304,0.5900621118012421
0.7862796833773088,0.49888407509518184,0.9089581950895819,0.4102564102564097,0.22784810126582278,0.7639751552795031
0.7941952506596307,0.4635683339897597,0.9337757133377572,0.3589743589743576,0.20253164556962025,0.7888198757763975
0.8047493403693932,0.40606538007089404,0.8972793629727936,0.30769230769230543,0.16455696202531644,0.7577639751552794
0.8047493403693932,0.4289090192989366,0.8627737226277372,0.3589743589743576,0.20253164556962025,0.732919254658385
0.8522427440633245,0.4467638177760273,0.9274054412740543,0.46153846153846184,0.1518987341772152,0.8447204968944099
0.8311345646437995,0.44256268872259413,0.8549435965494359,0.43589743589743396,0.189873417721519,0.7639751552795031
0.683377308707124,0.5843507942759617,0.8548108825481089,0.43589743589743396,0.2911392405063291,0.670807453416149
0.6411609498680739,0.47604043586713923,0.9340411413404114,0.512820512820514,0.31645569620253167,0.6335403726708073
0.6728232189973615,0.4677694630431929,0.9035169210351691,0.46153846153846184,0.2911392405063291,0.6335403726708073
0.6701846965699209,0.48562426152028354,0.9276708692767087,0.48717948717948606,0.20253164556962025,0.6894409937888198
0.6728232189973615,0.4216883287383484,0.9438619774386197,0.512820512820514,0.24050632911392406,0.6645962732919254
0.7229551451187335,0.4629119075751608,0.9499668214996682,0.43589743589743396,0.20253164556962025,0.7204968944099378
0.6728232189973615,0.5328869633714061,0.9102853351028534,0.43589743589743396,0.25316455696202533,0.670807453416149
0.6754617414248022,0.6794013391098858,0.9005972130059722,0.43589743589743396,0.3291139240506329,0.6956521739130433
0.6992084432717678,0.2906656163844033,0.8996682149966821,0.46153846153846184,0.26582278481012656,0.5962732919254657
0.7994722955145119,0.37862675594065903,0.8980756469807564,0.4102564102564097,0.1518987341772152,0.7391304347826086
0.8601583113456465,0.38873572272548246,0.9173191771731917,0.4102564102564097,0.08860759493670886,0.8385093167701863
0.891820580474934,0.37678876197978206,0.9016589250165892,0.38461538461538547,0.12658227848101267,0.8385093167701863
0.8970976253298153,0.37915189707233815,0.8706038487060385,0.4102564102564097,0.12658227848101267,0.8260869565217391
0.841688654353562,0.406721806485493,0.8538818845388189,0.4102564102564097,0.12658227848101267,0.7763975155279502
0.7678100263852243,0.4396744124983589,0.9162574651625747,0.4102564102564097,0.20253164556962025,0.732919254658385
0.7493403693931399,0.4898253905737166,0.9394824153948241,0.38461538461538547,0.27848101265822783,0.7142857142857142
0.7361477572559366,0.5047919128265722,0.9072329130723291,0.38461538461538547,0.26582278481012656,0.7018633540372671
0.6992084432717678,0.4598923460680058,0.9382879893828799,0.46153846153846184,0.2911392405063291,0.670807453416149
0.7308707124010554,0.503610345280294,0.9343065693430657,0.43589743589743396,0.21518987341772153,0.7391304347826086
0.6860158311345647,0.5974793225679401,0.9329794293297943,0.4102564102564097,0.24050632911392406,0.732919254658385
0.6781002638522428,0.48864382302743864,0.9153284671532845,0.43589743589743396,0.24050632911392406,0.6770186335403726
0.7308707124010554,0.45752921097544963,0.9495686794956868,0.4102564102564097,0.189873417721519,0.732919254658385
0.7678100263852243,0.37862675594065903,0.9447909754479097,0.4102564102564097,0.1518987341772152,0.7453416149068323
0.8311345646437995,0.4528029407903374,0.9015262110152621,0.38461538461538547,0.1518987341772152,0.8136645962732918
0.7889182058047494,0.4275961664697387,0.9296615792966157,0.30769230769230543,0.189873417721519,0.7701863354037266
0.8284960422163589,0.37206249179466977,0.8493696084936961,0.2820512820512812,0.189873417721519,0.7204968944099378
0.7704485488126649,0.41144807667060523,0.9328467153284671,0.30769230769230543,0.22784810126582278,0.7204968944099378
0.7387862796833773,0.3875541551792044,0.9271400132714002,0.4102564102564097,0.27848101265822783,0.6645962732919254
0.8021108179419525,0.5078114743337272,0.8881220968812209,0.46153846153846184,0.25316455696202533,0.7639751552795031
0.9155672823218999,0.36602336878035974,0.8574651625746517,0.3589743589743576,0.16455696202531644,0.7888198757763975
0.928759894459103,0.38702901404752527,0.8808228268082282,0.30769230769230543,0.11392405063291139,0.8385093167701863
0.8126649076517151,0.5233031377182616,0.9080291970802918,0.256410256410257,0.13924050632911392,0.8260869565217391
0.5804749340369393,0.5412892214782723,0.9162574651625747,0.4102564102564097,0.20253164556962025,0.6273291925465838
0.6226912928759895,0.40435867139293685,0.8943596549435965,0.48717948717948606,0.26582278481012656,0.5900621118012421
0.6807387862796834,0.409741367992648,0.8329130723291307,0.4102564102564097,0.189873417721519,0.6211180124223602
0.662269129287599,0.43297886306944994,0.6659588586595885,0.38461538461538547,0.189873417721519,0.5403726708074533
0.6147757255936676,0.5089930418800053,0.7394824153948241,0.512820512820514,0.26582278481012656,0.5403726708074533
0.6543535620052771,0.4509649468294604,0.9202388852023888,0.512820512820514,0.20253164556962025,0.6521739130434782
0.7150395778364117,0.471970592096626,0.8882548108825481,0.4102564102564097,0.1518987341772152,0.7018633540372671
0.7335092348284961,0.47604043586713923,0.8232249502322494,0.38461538461538547,0.189873417721519,0.6770186335403726
0.7361477572559366,0.4598923460680058,0.9073656270736562,0.4102564102564097,0.16455696202531644,0.7267080745341614
0.7493403693931399,0.4174871996849153,0.8858659588586596,0.3589743589743576,0.12658227848101267,0.7204968944099378
0.7546174142480212,0.4354732834449258,0.8625082946250829,0.3589743589743576,0.1518987341772152,0.7080745341614907
0.762532981530343,0.5167388735722724,0.9020570670205705,0.3589743589743576,0.11392405063291139,0.8012422360248447
0.7335092348284961,0.5909150584219509,0.8970139349701394,0.3589743589743576,0.13924050632911392,0.8012422360248447
0.7387862796833773,0.4689510305894709,0.8918380889183809,0.38461538461538547,0.13924050632911392,0.7453416149068323
0.7810026385224275,0.36602336878035974,0.8849369608493696,0.4102564102564097,0.11392405063291139,0.7267080745341614
0.8522427440633245,0.30445057109098067,0.8918380889183809,0.38461538461538547,0.08860759493670886,0.7391304347826086
0.899736147757256,0.35591440199553626,0.8371599203715991,0.3333333333333333,0.08860759493670886,0.7888198757763975
0.9050131926121372,0.36720493632663775,0.8282680822826809,0.3333333333333333,0.11392405063291139,0.8012422360248447
0.9182058047493403,0.41564920572403824,0.8552090245520902,0.3589743589743576,0.02531645569620253,0.8819875776397514
0.9050131926121372,0.4474202441906262,0.8765759787657598,0.3333333333333333,0.05063291139240506,0.8819875776397514
0.8839050131926122,0.3241433635289484,0.8741871267418712,0.30769230769230543,0.0379746835443038,0.7950310559006211
0.8179419525065963,0.314034396744125,0.859721300597213,0.3333333333333333,0.12658227848101267,0.6956521739130433
0.8073878627968338,0.28291978469213597,0.860650298606503,0.38461538461538547,0.189873417721519,0.6583850931677018
0.8258575197889183,0.32296179598267033,0.8609157266091572,0.38461538461538547,0.16455696202531644,0.6956521739130433
0.79155672823219,0.41394249704608116,0.8119442601194425,0.4102564102564097,0.20253164556962025,0.6832298136645962
0.7678100263852243,0.3875541551792044,0.8479097544790976,0.4102564102564097,0.189873417721519,0.6770186335403726
0.7467018469656993,0.38873572272548246,0.8229595222295952,0.4102564102564097,0.22784810126582278,0.6273291925465838
0.7150395778364117,0.41092293553892606,0.8429993364299933,0.3333333333333333,0.20253164556962025,0.6149068322981366
0.6306068601583114,0.5496914795851385,0.817120106171201,0.3589743589743576,0.2911392405063291,0.5590062111801242
0.6437994722955145,0.38453459367204934,0.8078301260783012,0.48717948717948606,0.35443037974683544,0.515527950310559
0.7387862796833773,0.25416830773270316,0.8037159920371599,0.48717948717948606,0.25316455696202533,0.5527950310559006
0.8021108179419525,0.36838650387291577,0.8132714001327139,0.46153846153846184,0.189873417721519,0.670807453416149
0.7572559366754618,0.409741367992648,0.8184472461844724,0.46153846153846184,0.24050632911392406,0.6335403726708073
0.683377308707124,0.4085598004463699,0.659721300597213,0.48717948717948606,0.3670886075949367,0.47204968944099374
0.6701846965699209,0.3643166601024025,0.5787657597876575,0.46153846153846184,0.3670886075949367,0.4161490683229813
0.683377308707124,0.32952606012865954,0.79256801592568,0.512820512820514,0.25316455696202533,0.5403726708074533
0.6860158311345647,0.3456741499277931,0.7770404777704047,0.5384615384615382,0.26582278481012656,0.5341614906832297
0.6860158311345647,0.31705395825128,0.7305905773059058,0.512820512820514,0.2911392405063291,0.5031055900621118
0.7150395778364117,0.32781935145070235,0.8027869940278699,0.46153846153846184,0.22784810126582278,0.577639751552795
0.7678100263852243,0.3779703295260601,0.7263437292634373,0.46153846153846184,0.16455696202531644,0.6086956521739131
0.8021108179419525,0.3391098857818039,0.7093563370935634,0.48717948717948606,0.21518987341772153,0.5838509316770186
0.7968337730870713,0.32952606012865954,0.7551426675514267,0.48717948717948606,0.25316455696202533,0.5900621118012421
0.8364116094986808,0.36549822764868056,0.7077637690776376,0.46153846153846184,0.21518987341772153,0.6149068322981366
0.8786279683377308,0.35591440199553626,0.6959522229595222,0.43589743589743396,0.13924050632911392,0.6645962732919254
0.891820580474934,0.37915189707233815,0.7105507631055076,0.46153846153846184,0.13924050632911392,0.6956521739130433
0.8865435356200528,0.41144807667060523,0.6658261446582614,0.48717948717948606,0.20253164556962025,0.6770186335403726
0.8970976253298153,0.31455953787580404,0.6728599867285998,0.512820512820514,0.189873417721519,0.6335403726708073
0.8865435356200528,0.2686096888538795,0.5877903118779031,0.43589743589743396,0.24050632911392406,0.5590062111801242
0.8627968337730871,0.37206249179466977,0.692899800928998,0.4102564102564097,0.11392405063291139,0.6956521739130433
0.7440633245382586,0.346330576342392,0.7479761114797612,0.38461538461538547,0.12658227848101267,0.6086956521739131
0.6569920844327176,0.3678613627412367,0.7550099535500995,0.43589743589743396,0.26582278481012656,0.5031055900621118
0.6279683377308708,0.25364316660102404,0.6735235567352356,0.512820512820514,0.3924050632911392,0.3850931677018633
0.662269129287599,0.3360903242746488,0.722362309223623,0.5384615384615382,0.35443037974683544,0.4658385093167701
0.7071240105540898,0.20283576211106735,0.717584605175846,0.512820512820514,0.26582278481012656,0.4658385093167701
0.7598944591029024,0.4275961664697387,0.6181818181818182,0.48717948717948606,0.17721518987341772,0.5714285714285713
0.6490765171503958,0.5000656426414598,0.6611811546118115,0.5384615384615382,0.3670886075949367,0.48447204968944096
0.6437994722955145,0.5000656426414598,0.6601194426011944,0.4102564102564097,0.2911392405063291,0.49689440993788814
0.6121372031662269,0.43901798608375997,0.6513603185136031,0.3333333333333333,0.3291139240506329,0.4409937888198757
0.6279683377308708,0.37862675594065903,0.6976775049767749,0.5641025641025624,0.43037974683544306,0.4161490683229813
0.6649076517150396,0.25482473414730206,0.6894492368944923,0.512820512820514,0.34177215189873417,0.42857142857142855
0.6728232189973615,0.2984114480766706,0.6840079628400796,0.4102564102564097,0.26582278481012656,0.4658385093167701
0.6939313984168866,0.251805172640147,0.680557398805574,0.43589743589743396,0.16455696202531644,0.49689440993788814
0.7255936675461742,0.2972298805303925,0.6708692767086928,0.48717948717948606,0.13924050632911392,0.5403726708074533
0.7203166226912929,0.3133779703295261,0.6684804246848042,0.48717948717948606,0.17721518987341772,0.5217391304347826
0.7229551451187335,0.19141394249704605,0.6033178500331785,0.48717948717948606,0.1518987341772152,0.44720496894409933
0.7467018469656993,0.1328607063148221,0.6508294625082945,0.43589743589743396,0.1518987341772152,0.45962732919254656
